id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wc_post_id_8300,"The Flower Fairies by Emily Rodda","Enter the Realm of delight....Jessie is a real hero in the Realm now -- her fast thinking saved the land from disaster. She even gets to dance in midair with the beautiful flower fairies.Now the Realm needs her again: the griffins that guard the treasure house are out of control, and then the flower fairies follow Jessie out of the Realm. Can she protect them from the dangers of her own world?",https://www.swiddly.com/wp-content/uploads/2022/03/FlowerFairies-scaled.jpg,https://www.swiddly.com/product/the-flower-fairies-by-emily-rodda/,"Children Books","Swiddly",20AED,in stock,wc_post_id_8300,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8299,"The Worst Witch","The Worst Witch is a series of children's books written and illustrated by Jill Murphy. The series are primarily about a girl who attends a witch school and fantasy stories, with eight books published",https://www.swiddly.com/wp-content/uploads/2022/03/TheWorstWitches-scaled.jpg,https://www.swiddly.com/product/the-worst-witch/,"Children Books","Swiddly",25AED,in stock,wc_post_id_8299,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8298,"The Witches - Roald Dahl","The Witches is a British children's dark fantasy novel by the British writer Roald Dahl. The story is set partly in Norway and partly in England, and features the experiences of a young English boy and his Norwegian grandmother in a world where child-hating societies of witches secretly exist in every country.",https://www.swiddly.com/wp-content/uploads/2022/03/theWitches-scaled.jpg,https://www.swiddly.com/product/the-witches-roald-dahl/,"Children Books","Swiddly",50AED,in stock,wc_post_id_8298,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8297,"The King and the Gifts of Gold by Georg Dreissig","There was once a powerful king so rich that he was known as the King of Gold. The king took his riches for granted until one day a wondrous star appeared and he was inspired to follow it into the desert.",https://www.swiddly.com/wp-content/uploads/2022/03/thekingandthegiftofgold-scaled.jpg,https://www.swiddly.com/product/the-king-and-the-gifts-of-gold-by-georg-dreissig/,"Children Books","Swiddly",40AED,in stock,wc_post_id_8297,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8296,"Daisy and the Trouble with Giants","Daisy has decided she wants to meet a real giant! If Daisy met a real giant he'd pick Daisy up and put her on his shoulder and they'd have giant adventures! They'd eat sweets as big as tractor tires, and if she got thirsty, they'd have giant lemonades out of giant straws. It would be sooooo gooood!",https://www.swiddly.com/wp-content/uploads/2022/03/Daisy_and_the-troubleswithgiants-scaled.jpg,https://www.swiddly.com/product/daisy-and-the-trouble-with-giants/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8296,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8295,"THE CHARM BRACELET by Emily Rodda","Jessie goes to stay with her grandmother in her rambling old house and discovers an amazing secret - a magical door in her grandmother's garden opens into a real fairy world.",https://www.swiddly.com/wp-content/uploads/2022/03/FairyCharm-the-charmBracelet-scaled.jpg,https://www.swiddly.com/product/the-charm-bracelet-by-emily-rodda/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8295,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8294,"Paddington Races Ahead","Paddington has warmed the hearts of generations of readers with his earnest good intentions and humorous misadventures. This brand-new edition of the classic novel contains the original text by Michael Bond and illustrations by Peggy Fortnum and R.W. Alley.",https://www.swiddly.com/wp-content/uploads/2022/03/paddington-scaled.jpg,https://www.swiddly.com/product/paddington-races-ahead/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8294,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8293,"The Night Bus Hero by Rauf, Onjali Q.","What does it take to turn a bully into a hero? Empathy and the power of forgiveness take center stage in this poignant novel by the award-winning author of The Boy at the Back of the Class.Getting in trouble is what Hector does best. He knows that not much is expected of him.",https://www.swiddly.com/wp-content/uploads/2022/03/TheNightBusHero-scaled.jpg,https://www.swiddly.com/product/the-night-bus-hero-by-rauf-onjali-q/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8293,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8292,"A Muslim Boy's Guide to Life's Big Changes","A Muslim Boy's Guide to Life's Big Changes gives 'brotherly' advice on life in general from Islam and friends, school and home life through to the physical changes you will experience from the age of 11 onwards as you reach puberty. Recommended for ages 10-15",https://www.swiddly.com/wp-content/uploads/2022/03/muslimBoy-scaled.jpg,https://www.swiddly.com/product/a-muslim-boys-guide-to-lifes-big-changes/,"Children Books","Swiddly",21AED,in stock,wc_post_id_8292,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8291,"Trapped in a Video Game","After Full Blast, Jesse Rigsby and his friend Eric has sworn off video games. But when Jesse is offered the chance to save his friend Mark, of course he says, 'Yes.' Problem is, Jesse is invisible now, sucked into the world of Go Wild?a?Pok?mon Go?style mobile game.",https://www.swiddly.com/wp-content/uploads/2022/03/trapped-scaled.jpg,https://www.swiddly.com/product/trapped-in-a-video-game/,"Children Books","Swiddly",33AED,in stock,wc_post_id_8291,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8290,"The Adventures of Captain Underpants -The Sixth","Captain Underpants is an illustrated children's novel series by American author and illustrator David Pilkey.",https://www.swiddly.com/wp-content/uploads/2022/03/TheAdventuresofCaptainUnderpants_sixth-scaled.jpg,https://www.swiddly.com/product/the-adventures-of-captain-underpants-the-sixth/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8290,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8289,"The Adventures of Captain Underpants -The Eighth","Captain Underpants is an illustrated children's novel series by American author and illustrator David Pilkey.",https://www.swiddly.com/wp-content/uploads/2022/03/TheAdventuresofCaptainUnderpants_eighth-scaled.jpg,https://www.swiddly.com/product/the-adventures-of-captain-underpants-the-eighth/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8289,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8288,"The Adventures of Captain Underpants -The First","Captain Underpants is an illustrated children's novel series by American author and illustrator David Pilkey.",https://www.swiddly.com/wp-content/uploads/2022/03/TheAdventuresofCaptainUnderpants_first-scaled.jpg,https://www.swiddly.com/product/the-adventures-of-captain-underpants-the-first/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8288,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8287,"Tom Swift Young Inventor - The Robot Olympics","om's been training his entry, SwiftBot, for the upcoming Robot Olympics -- a major event being sponsored by the White House's Office of Science and Technology. Teenage inventors from around the country will be bringing their homemade robots to compete in a series of athletic competitions.",https://www.swiddly.com/wp-content/uploads/2022/03/The-Robot-Olympics-scaled.jpg,https://www.swiddly.com/product/tom-swift-young-inventor-the-robot-olympics/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8287,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8286,"A Christmas for Bear by Bonny Becker","Bear?s understated Christmas celebration has Mouse feeling a bit anxious in this humorous and heart-warming story featuring the unlikely, loveable pair.Features an audio read-along!",https://www.swiddly.com/wp-content/uploads/2022/03/Achristmas-forBears-scaled.jpg,https://www.swiddly.com/product/a-christmas-for-bear-by-bonny-becker/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8286,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8285,"Soccer Squad: Glory!  by Bali Rai","Dal, Chris, Abs and Jason have made the squad for the local youth club under-lls football team. And after their first match (not?as successful as they'd have liked), they are determined to prove that they've got what it takes to be winners.",https://www.swiddly.com/wp-content/uploads/2022/03/soccersquad-glory-scaled.jpg,https://www.swiddly.com/product/soccer-squad-glory-by-bali-rai/,"Children Books","Swiddly",20AED,in stock,wc_post_id_8285,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8284,"Soccer Squad: Starring Eleven!  by Bali Rai","Dal, Chris, Abs and Jason have made the squad for the local youth club under-lls football team. And after their first match (not?as successful as they'd have liked), they are determined to prove that they've got what it takes to be winners.",https://www.swiddly.com/wp-content/uploads/2022/03/soccersquad-starringeleven-scaled.jpg,https://www.swiddly.com/product/soccer-squad-starring-eleven-by-bali-rai/,"Children Books","Swiddly",20AED,in stock,wc_post_id_8284,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8283,"Soccer Squad: Missing!  by Bali Rai","Dal, Chris, Abs and Jason have made the squad for the local youth club under-lls football team. And after their first match (not?as successful as they'd have liked), they are determined to prove that they've got what it takes to be winners.The Rushton Reds have lost their first two matches. Missed chances, missed goals - even missed penalties! Their coaches say they need to play more as a team - and they have an idea for a great team-building day. But will it help the Reds hit the back of the net?",https://www.swiddly.com/wp-content/uploads/2022/03/soccersquad-missing-scaled.jpg,https://www.swiddly.com/product/soccer-squad-missing-by-bali-rai/,"Children Books","Swiddly",15AED,in stock,wc_post_id_8283,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8282,"Soccer Squad: Stars!  by Bali Rai","Dal, Chris, Abs and Jason have made the squad for the local youth club under-11s football team. And after their first match (not as successful as they'd have liked), they are determined to prove that they've got what it takes to be winners.Jason, Dal, Abs and Chris are about to be famous! A TV documentary is being made about their team and everyone wants the chance to shine in front of the cameras. But what is more important - looking like a star, or playing well as part of the team? When Abs takes his posing a bit too far, is he getting too big for his boots?",https://www.swiddly.com/wp-content/uploads/2022/03/soccersquad-stars-scaled.jpg,https://www.swiddly.com/product/soccer-squad-stars-by-bali-rai/,"Children Books","Swiddly",15AED,in stock,wc_post_id_8282,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8281,"The Tail of Emily Windsnap","Emily Windsnap is a series of children's fantasy novels written by British author Liz Kessler, inaugurated by The Tail of Emily Windsnap in 2003 and continuing as of 2020. It is illustrated primarily by Sarah Gibb and published by Orion Children's Books in Britain, and Candlewick Press in America.",https://www.swiddly.com/wp-content/uploads/2022/03/taleOFEmilyWindswap-scaled.jpg,https://www.swiddly.com/product/the-tail-of-emily-windsnap/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8281,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8279,"The Royal Rabbits of London - Santa Montefiore","'Packed with fun, fantasy and the sort of adventure guaranteed to have sticky little fingers hungrily turning the pages' The Mail on Sunday Life is an adventure. Anything in the world is possible - by will and by luck, with a moist carrot, a wet nose and a slice of mad courage!",https://www.swiddly.com/wp-content/uploads/2022/03/the-royal-rabbits-of-london-scaled.jpg,https://www.swiddly.com/product/the-royal-rabbits-of-london-santa-montefiore/,"Novels and Story Book","Swiddly",28AED,in stock,wc_post_id_8279,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8278,"The Golden Lily by Richelle Mead","The Golden Lily is a 2012 urban fantasy young adult novel by New York Times bestselling author Richelle Mead and is the second novel of the Bloodlines series. The book follows several teenaged students as they deal with forbidden romances, the Strigoi, and the supernatural in general.",https://www.swiddly.com/wp-content/uploads/2022/03/the-golden-lily-scaled.jpg,https://www.swiddly.com/product/the-golden-lily-by-richelle-mead/,"Novels and Story Book","Swiddly",30AED,in stock,wc_post_id_8278,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8276,"The Scottish Prisioner","The Scottish Prisoner?is part of her spinoff series about Lord John Grey, but the story focuses on Jamie during a heartbreaking stage of his life.",https://www.swiddly.com/wp-content/uploads/2022/03/scottishprisioner-scaled.jpg,https://www.swiddly.com/product/the-scottish-prisioner/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8276,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8275,"Matter by Iain M. Banks","Matter?is a science?fiction novel?from Iain M. Banks set in his Culture universe.",https://www.swiddly.com/wp-content/uploads/2022/03/MatterNovel-scaled.jpg,https://www.swiddly.com/product/matter-by-iain-m-banks/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8275,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8274,"Insurrection by Robyn Young","Insurrection tells the story of Robert from his youth in a safe, stable Scotland, through the period of disaster following the death of Alexander.",https://www.swiddly.com/wp-content/uploads/2022/03/insurrection-scaled.jpg,https://www.swiddly.com/product/insurrection-by-robyn-young/,"Novels and Story Book","Swiddly",40AED,in stock,wc_post_id_8274,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8273,"Last Sacrifice by Richelle Mead","Last Sacrifice is the sixth book in the #1 New York Times bestselling series, Vampire Academy by Richelle Mead. It is the last book in the original storyline, but Mead will continue writing more Vampire Academy books in a spinoff series.",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220307_142502-scaled.jpg,https://www.swiddly.com/product/last-sacrifice-by-richelle-mead/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8273,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8272,"Human Traces by Sebastian Faulks","Human Traces is a 2005 novel by Sebastian Faulks, best known as the British author of Birdsong and Charlotte Gray. The novel took Faulks five years to write. It tells of two friends who set up a pioneering asylum in 19th-century Austria, in tandem with the evolution of psychiatry and the start of the First World War.",https://www.swiddly.com/wp-content/uploads/2022/03/HUMANtraces-scaled.jpg,https://www.swiddly.com/product/human-traces-by-sebastian-faulks/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8272,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8271,"Days of Blood & Starlight by Laini Taylor","Days of Blood and Starlight is a young adult fantasy novel written by Laini Taylor. It was published in November 2012 by Hachette Book Group, an imprint of Little, Brown and Company. The book is the second in a trilogy, preceded by Daughter of Smoke and Bone and followed by Dreams of Gods and Monsters.",https://www.swiddly.com/wp-content/uploads/2022/03/DaysOfBlood-scaled.jpg,https://www.swiddly.com/product/days-of-blood-starlight-by-laini-taylor/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8271,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8270,"Blood Promise by Richelle Mead","Blood Promise?is the fourth book in the?Vampire Academy?series by?Richelle Mead.[1]?Previously in the series, the main character, Rose, and her true love Dimitri made a pact that if either of them were turned into?strigoi, the other would kill them rather than let them roam as an evil vampire.?Blood Promise?follows Rose's emotional struggle as she travels to Russia to hunt down Dimitri and fulfill this promise.",https://www.swiddly.com/wp-content/uploads/2022/03/bloodpromise-scaled.jpg,https://www.swiddly.com/product/blood-promise-by-richelle-mead/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8270,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8269,"Assassin's Creed Forsaken by Oliver Bowden","Assassin's Creed: Forsaken is a novel written by Oliver Bowden, which was released on 4 December 2012. The novel is presented as the journal of Haytham Kenway, showing the story of how he became a Templar and the events of Assassin's Creed III from his perspective. The date of release was also the date that Haytham was born.",https://www.swiddly.com/wp-content/uploads/2022/03/assasins-scaled.jpg,https://www.swiddly.com/product/assassins-creed-forsaken-by-oliver-bowden/,"Novels and Story Book","Swiddly",60AED,in stock,wc_post_id_8269,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8268,"2312 A novel by KIM Stanley Robinson","2312 is a hard science fiction novel by American writer Kim Stanley Robinson, published in 2012. It is set in the year 2312 when society has spread out across the Solar System. The novel won the 2013 Nebula Award for Best Novel.",https://www.swiddly.com/wp-content/uploads/2022/03/2312-scaled.jpg,https://www.swiddly.com/product/2312-a-novel-by-kim-stanley-robinson/,"Novels and Story Book","Swiddly",50AED,in stock,wc_post_id_8268,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8176,"UAE Social Studies","UAE Social Studies Part 1,2 and 3",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125203237.jpeg,https://www.swiddly.com/product/uae-social-studies/,"CBSE","Swiddly",30AED,in stock,wc_post_id_8176,,"https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125219356.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,30AED,new,published,,,,,,,
wc_post_id_8161,"Class 10 CBSE FRENCH BOOK - Entre Jeunes - Photocopy","Photocopy of Class 10 CBSE FRENCH BOOK – Entre Jeunes available at low price. 
The book comes in binding.",https://www.swiddly.com/wp-content/uploads/2022/03/157502891812402475Grade_10_French_Entre_Jeunes_X.jpg,https://www.swiddly.com/product/class-10-cbse-french-book-entre-jeunes-photocopy/,"CBSE","Swiddly",60AED,in stock,wc_post_id_8161,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,60AED,new,published,,,,,,,
wc_post_id_8126,"Grade 4 text books for sale","All grade 4 books are new and unused. Bought, but never used, as the family left to India for good.",https://www.swiddly.com/wp-content/uploads/2022/03/Grade-4_2.jpeg,https://www.swiddly.com/product/grade4cbse/,"CBSE","Swiddly",200AED,in stock,wc_post_id_8126,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,200AED,new,published,,,,,,,
wc_post_id_8048,"cambridge IGCSE o level ict book","selling the new Cambridge IGCSE o level ICT book at a reasonable price",https://www.swiddly.com/wp-content/uploads/2022/02/008.jpg,https://www.swiddly.com/product/cambridge-igcse-o-level-ict-book/,"IGCSE","Swiddly",100AED,in stock,wc_post_id_8048,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,85AED,new,published,,,,,,,
wc_post_id_8044,"edexcel AS chemistry book","new unused Edexcel AS chemistry book At very reasonable price, the price is negotiable",https://www.swiddly.com/wp-content/uploads/2022/02/007.jpg,https://www.swiddly.com/product/edexcel-as-chemistry-book/,"British","Swiddly",120AED,in stock,wc_post_id_8044,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,85AED,new,published,,,,,,,
wc_post_id_8042,"cambridge and edexcel IGCSE,AS,AND A LEVEL books for all subjects at reasonable price","CAMBRIDGE IGCSE BIOLOGY,CHEMISTRY,MATH,PHYSICS AND ICT BOOKS for edexcel and cambridge IGCSE,AS,AND A LEVEL",https://www.swiddly.com/wp-content/uploads/2022/02/11.jpg,https://www.swiddly.com/product/8042/,"IGCSE","Swiddly",150AED,in stock,wc_post_id_8042,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,100AED,new,published,,,,,,,
wc_post_id_8040,"Grade 6 cbse full course","Grade 6 CBSE full course book. 
 
English 
 
Maths 
 
Science",https://www.swiddly.com/wp-content/uploads/2021/10/16336084627376958775990734580910-scaled.jpg,https://www.swiddly.com/product/6/,"School Books, CBSE","Swiddly",460AED,in stock,wc_post_id_8040,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,300AED,new,published,,,,,,,
wc_post_id_7980,"CBSE Class 10 Ncert TextBook Set / Hindi - Brand New","Buy Brand New NCERT Textbooks Set for Class 10 
This Set Includes Following Books as per NCERT : 
1.Sanchayan part 2 Supplementary 
2.First Flight Textbook 
3.Footprints without Feet Supplementary Reader 
4.Mathematics Textbook 
5.Science Textbook 
6.Social Science : ndia and the contemporary world 2 textbook 
7.Social Science : Contemporary india 2 texboook in Geography 
8.Understanding economic development 
9.Social Science : Democratic politics 2",https://www.swiddly.com/wp-content/uploads/2022/02/ncert-books-set-class-10-english-medium-binded-books-original-imafj6g5hmejrykv.jpeg,https://www.swiddly.com/product/class-10-ncert-textbook-set-brand-new/,"CBSE","Swiddly",350AED,in stock,wc_post_id_7980,,"https://www.swiddly.com/wp-content/uploads/2022/02/1058.png,https://www.swiddly.com/wp-content/uploads/2022/02/download-2.jpg,https://www.swiddly.com/wp-content/uploads/2022/02/91fPVAIKXeL.jpg,https://www.swiddly.com/wp-content/uploads/2022/02/174.jpg,https://www.swiddly.com/wp-content/uploads/2022/02/ncert-textbook-in-history-india-and-contemporary-world-ii-for-original-imafxejntq7pgtjq.jpeg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,170AED,new,published,,,,,,,
wc_post_id_7968,"Social science textbook","Social science textbook: understanding economic development",https://www.swiddly.com/wp-content/uploads/2022/02/20220217_150940-scaled.jpg,https://www.swiddly.com/product/social-science-textbook-2/,"School Books, CBSE","Swiddly",25AED,in stock,wc_post_id_7968,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_7829,"Enid Blyton","A lovely story book by Enid Blyton for childrens.",https://www.swiddly.com/wp-content/uploads/2022/01/Book-2.jp_.jpg,https://www.swiddly.com/product/enid-blyton-2/,"Children Books","Swiddly",25AED,in stock,wc_post_id_7829,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25AED,new,published,,,,,,,
wc_post_id_7827,"Enid Blyton","Enid Blyton story book for kids age 5 years to 9 years. The condition is excellent as its not used.",https://www.swiddly.com/wp-content/uploads/2022/01/Book-1.jpg,https://www.swiddly.com/product/enid-blyton/,"Children Books","Swiddly",25AED,in stock,wc_post_id_7827,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25AED,new,published,,,,,,,
wc_post_id_7697,"War Horse (Micheal Morpurgo)","War Horse (Micheal Morpurgo)",https://www.swiddly.com/wp-content/uploads/2022/01/War-Horse-Front.jpg,https://www.swiddly.com/product/war-horse-micheal-morpurgo/,"Novels and Story Book","Swiddly",45AED,in stock,wc_post_id_7697,,"https://www.swiddly.com/wp-content/uploads/2022/01/War-Horse-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,45AED,new,published,,,,,,,
wc_post_id_7694,"Word Search","Word Search",https://www.swiddly.com/wp-content/uploads/2022/01/Word-Search-Front.jpg,https://www.swiddly.com/product/word-search/,"Others","Swiddly",20AED,in stock,wc_post_id_7694,,"https://www.swiddly.com/wp-content/uploads/2022/01/Word-Search-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_7690,"Friend Or Foe (Micheal Morpurgo)","Great Adventurus book",https://www.swiddly.com/wp-content/uploads/2022/01/Friend-Or-Foe-Front.jpg,https://www.swiddly.com/product/friend-or-foe-micheal-morpurgo/,"Action &amp; Adventure","Swiddly",40AED,in stock,wc_post_id_7690,,"https://www.swiddly.com/wp-content/uploads/2022/01/Friend-Or-Foe-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_7687,"Oranges In No Man's Land (Elizabeth Laird)","Great and Adventurus book",https://www.swiddly.com/wp-content/uploads/2022/01/Oranges-In-No-Mans-Land-Front.jpg,https://www.swiddly.com/product/oranges-in-no-mans-land-elizabeth-laird/,"Action &amp; Adventure","Swiddly",40AED,in stock,wc_post_id_7687,,"https://www.swiddly.com/wp-content/uploads/2022/01/Oranges-In-No-Mans-Land-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_7683,"Breastfeeding and Human Lactation - 6th Edition","Breastfeeding and Human Lactation - 6th Edition",https://www.swiddly.com/wp-content/uploads/2022/01/41cRXNwYhL._SX389_BO1204203200_.jpg,https://www.swiddly.com/product/breastfeeding-and-human-lactation-6th-edition/,"Others","Swiddly",280AED,in stock,wc_post_id_7683,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,260AED,new,published,,,,,,,
wc_post_id_7681,"Comprehensive Consultant Lactation Exam Review - 4th Edition","Comprehensive Consultant Lactation Exam Review - 4th Edition",https://www.swiddly.com/wp-content/uploads/2022/01/200.jpg,https://www.swiddly.com/product/comprehensive-consultant-lactation-exam-review-4th-edition/,"Others","Swiddly",260AED,in stock,wc_post_id_7681,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,240AED,new,published,,,,,,,
wc_post_id_7679,"The Breastfeeding Atlas - 6th Edition","The Breastfeeding Atlas - 6th Edition",https://www.swiddly.com/wp-content/uploads/2022/01/41nlJJ5RjyL._SX385_BO1204203200_.jpg,https://www.swiddly.com/product/the-breastfeeding-atlas-6th-edition/,"Others","Swiddly",140AED,in stock,wc_post_id_7679,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,120AED,new,published,,,,,,,
wc_post_id_7667,"Louis Sachar Holes","Great Book Used Multiple times in Good Condition",https://www.swiddly.com/wp-content/uploads/2022/01/Louis-Sachar-Holes-Front.jpg,https://www.swiddly.com/product/louis-sachar-holes/,"Novels and Story Book","Swiddly",40AED,in stock,wc_post_id_7667,,"https://www.swiddly.com/wp-content/uploads/2022/01/Louis-Sachar-Holes-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_7664,"DR Maniac VS Robby Schwartz","DR Maniac VS Robby Schwartz",https://www.swiddly.com/wp-content/uploads/2022/01/Dr-Maniac-Vs-Robby-Schweartz.jpg,https://www.swiddly.com/product/dr-maniac-vs-robby-schwartz/,"''","Swiddly",50AED,in stock,wc_post_id_7664,,"https://www.swiddly.com/wp-content/uploads/2022/01/Dr-Maniac-Vs-Robby-Schweartz-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50AED,new,published,,,,,,,
wc_post_id_7660,"Roald Dahl Going Solo","Novel Kindof like a Diary",https://www.swiddly.com/wp-content/uploads/2022/01/Roald-Dahl-Going-Solo-Front.jpg,https://www.swiddly.com/product/roald-dahl-going-solo/,"Novels and Story Book","Swiddly",60AED,in stock,wc_post_id_7660,,"https://www.swiddly.com/wp-content/uploads/2022/01/Roald-Dahl-Going-Solo-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,60AED,new,published,,,,,,,
wc_post_id_7657,"Roald Dahl Charlie And The Chocolate Factory","(Personally Pretty adventureous & Funny)",https://www.swiddly.com/wp-content/uploads/2022/01/Charlie-and-the-Chocolate-Factory-Front-2.jpg,https://www.swiddly.com/product/roald-dahl-charlie-and-the-chocolate-factory/,"Novels and Story Book, Action &amp; Adventure","Swiddly",40AED,in stock,wc_post_id_7657,,"https://www.swiddly.com/wp-content/uploads/2022/01/Roald-Dahl-Charlie-And-The-Chocolate-Factory-Back.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_7651,"Roald Dahl The Witches","Roald Dahl Worlds #1 Story Teller
Read Once (Personally Legendary Book)
in Very Good Condition",https://www.swiddly.com/wp-content/uploads/2022/01/The-Witches-Front.jpg,https://www.swiddly.com/product/roald-dahl-the-witches/,"Action &amp; Adventure","Swiddly",60AED,in stock,wc_post_id_7651,,"https://www.swiddly.com/wp-content/uploads/2022/01/The-Witches-Back.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,49AED,new,published,,,,,,,
